번호,게시판,제목,작성자,날짜,조회수
1846,자유게시판,[오후생각] 사자에게 걸어가 목숨을 스스로 끊은 영양,화창한오후,2020.03.10.,213
1847,기타 자가임상 후기,"간해독(간청소,간정화) 자가임상 공유합니다.(지인 임상 대신 올립니다)",신풍생각,2020.03.10.,"2,038"
1849,가입 인사,가입인사 드립니다.,aace7912,2020.03.10.,55
1850,자유게시판,꾸러미 발송용 채소모종 정식을 시작했습니다,궁을,2020.03.10.,154
1851,자유게시판,궁을님의 일품 돼지감자!,새별바라기,2020.03.10.,234
1853,가입 인사,안녕하세요. 가입인사 드립니다.,몽실,2020.03.10.,64
1854,자유게시판,궁을님~귀한 돼지감자 ㅠㅠ,미야뿡,2020.03.10.,181
1855,정보 공유,같이 축하합시다..미리축하.. 정말 대단한 카페이군요..,신풍생각,2020.03.10.,659
1856,자유게시판,이버멕틴 매일 6mg,풍암 1113,2020.03.10.,355
1857,질문과 대답(QnA),Coc프로토콜,rladudtjs4772,2020.03.10.,488
1858,질문과 대답(QnA),"이버멕틴, 어떤걸로 먹어야 하나요?",북한강,2020.03.11.,428
1859,자유게시판,닉네임 변경이요~,건강60,2020.03.11.,134
1860,질문과 대답(QnA),알로홀 복용기간,로즈경,2020.03.11.,496
1861,자유게시판,하루빨리 완치되기를 바라며...,프로토TV,2020.03.11.,417
1862,자유게시판,펜밴다졸이 안맞나봅니다,geam2433,2020.03.11.,629
1863,자유게시판,당. 독. 소 제거법,서거리,2020.03.11.,168
1864,가입 인사,안부,헤라,2020.03.11.,93
1865,자유게시판,인도의 유명 제약회사,나이가라 반갑습니다,2020.03.11.,650
1866,자유게시판,"또하나의 치료방법, 나만의 가원 가꾸기",궁을,2020.03.11.,267
1868,이버맥틴자가임상후기,"이버멕틴 3일차 후기-췌장암,간전이,복막전이,림프전이",잘싸먹자,2020.03.11.,460
1869,가입 인사,닉네임변경합니다.,내짝꿍홧팅,2020.03.11.,91
1870,정보 공유,임산부는 절대 고양이 똥 치우면 안됨. 톡소프라즈마 곤디에 대해서,화창한오후,2020.03.11.,196
1871,정보 공유,국립암센터의 두얼굴,Ryan23,2020.03.11.,331
1872,기타 자가임상 후기,이버멕틴관하여,헤라,2020.03.11.,"1,290"
1873,가입 인사,엄청난.테러같은 기생충종류에 ㅠ ㅠ ㅠ,그래도봄은온다,2020.03.11.,369
1874,가입 인사,이제서야 인사드립니다..죄송해유,긍정적마인드 이애란,2020.03.11.,459
1876,자유게시판,모두 힘내세요💗,샛별,2020.03.11.,188
1877,구매정보게시판(물건배송확인후),인도 직구 배송 현황 3월11일현재..발송준비에서 꼼짝도 안함,신풍생각,2020.03.11.,899
1878,자유게시판,소아암환자에게 마스크 지원,hozho,2020.03.11.,145
1879,자유게시판,이버멕틴 복용 다음날 혈액검사,미야뿡,2020.03.11.,"1,302"
1880,자유게시판,암 유전자 검사,음전위,2020.03.11.,211
1881,자유게시판,구매 List 입니다 -- 인도에 구매 발주 했어요,투게더투,2020.03.11.,361
1884,가입 인사,안녕하세요 잘부탁드립니다,일뭉,2020.03.11.,89
1887,자유게시판,믿을 수 있고 가격도 착한 방사유정란(청계) 소개합니다,궁을,2020.03.11.,306
1889,정보 공유,마그밀 설명서 공유합니다 수산화마그네슘 이군요,신풍생각,2020.03.11.,303
1890,자유게시판,펜벤다졸맞겠죠?ㅜ,박꼼양,2020.03.11.,327
1891,자유게시판,알로홀 구매 원합니다.,허리23,2020.03.11.,321
1892,암에대한통합정보,편평상피세포암,신풍생각,2020.03.11.,349
1893,벤지미다졸논문정보,피부 편평 세포 암종 (SCC) 세포에 대한 Albendazole의 항 종양 효과,신풍생각,2020.03.11.,181
1894,벤지미다졸논문정보,알벤다졸은 비소세포폐암 세포에서 HIF-1α- 의존적 분해 및 VEGF 발현을 억제한다.,신풍생각,2020.03.11.,289
1895,기타 자가임상 후기,항암제와구충제,헤라,2020.03.11.,334
1896,질문과 대답(QnA),혹...이런 사진 올리면 안되나요?,가을이 좋아,2020.03.11.,774
1897,자유게시판,인도 EMS 택배는 가급적 이용하지 마세요.,정록,2020.03.12.,784
1898,질문과 대답(QnA),알벤다졸 논문 설명 및 항암 효과,기기구구,2020.03.12.,236
1899,자유게시판,다들 어디서 구입하세요?,이상한 나라의 앨리스,2020.03.12.,371
1900,담비,난소암_베르베린_2019년,담비,2020.03.12.,376
1901,자유게시판,안부,헤라,2020.03.12.,196
1902,이버맥틴자가임상후기,"이버멕틴 4일차 후기 -췌장암,간전이,복막전이,림프전이",잘싸먹자,2020.03.12.,546
1903,자유게시판,MRI 찍기전 구충제 휴약방법,야베스,2020.03.12.,411
1904,가입 인사,꾸벅,앙심니,2020.03.12.,81
1905,자유게시판,침샘암,대추농사,2020.03.12.,156
1906,가입 인사,항암구충 관련질문,럭키공주,2020.03.12.,606
1907,벤지미다졸 질문 게시판,교모세포종 수술후,아름다운차이,2020.03.12.,371
1908,가입 인사,반갑습니다.,따스함으로,2020.03.12.,47
1910,자유게시판,영어아이디..한글로부탁해요..,헤라,2020.03.12.,230
1911,가입 인사,반갑습니다.,스타월드,2020.03.12.,55
1912,정보 공유,금지된 암 치료법,신풍생각,2020.03.12.,450
1913,자유게시판,아픈 기억을 지우는 지혜,자유롭게살자,2020.03.12.,138
1914,정보 공유,만약 암치료제의 임상을 실패하게 하는 방법,신풍생각,2020.03.12.,635
1915,자유게시판,알벤복용법 문의드려요,사랑하는사람들,2020.03.12.,298
1916,기타 자가임상 후기,가입 인사 드립니다...,dlfgus127,2020.03.12.,483
1917,자유게시판,아디 한글 변경햇어요..,기적을 바라는 아빠,2020.03.12.,145
1919,암 관해사례 정보,이지현작가님 완전관해  유지확인,헤라,2020.03.12.,965
1921,자유게시판,자신에글도..지우지마세요,헤라,2020.03.13.,286
1922,질문과 대답(QnA),니타조사나이드 먹고,별총총,2020.03.13.,821
1923,자유게시판,안부,헤라,2020.03.13.,120
1924,담비,삼중음성유방암_플루벤다졸_2019년,담비,2020.03.13.,335
1925,이버맥틴자가임상후기,"이버멕틴 5일차 임상후기 -췌장암,간,복막,림프전이",잘싸먹자,2020.03.13.,"1,361"
1927,암 관해사례 정보,7분의 완전관해 환자들,푸른마당,2020.03.13.,"1,603"
1928,가입 인사,디스토시드ㅡ잘 처방안해 주나요?,그래도봄은온다,2020.03.13.,479
1930,자유게시판,약..나눔,헤라,2020.03.13.,515
1931,질문과 대답(QnA),"펜벤, 이버, 니클 복용...",써니,2020.03.13.,642
1933,이버맥틴자가임상후기,이버맥틴. 액상으로 복용하시는 분 계신가요?,써니,2020.03.13.,335
1935,이버맥틴자가임상후기,이버멕틴후기,헤라,2020.03.13.,"1,102"
1936,자유게시판,회원.판매하는곳,헤라,2020.03.13.,747
1937,질문과 대답(QnA),안녕하세요  이버멕틴 질문 입니다,맑은중랑,2020.03.13.,651
1939,질문과 대답(QnA),약 주문 후 싸이트 폐쇄,로즈자스민,2020.03.13.,857
1941,기타 자가임상 후기,알벤다졸 복용 후기,반지하누렁이,2020.03.13.,652
1942,가입 인사,반갑습니다..,파작,2020.03.13.,117
1944,정보 공유,만성장염,천상의보이스,2020.03.13.,229
1945,질문과 대답(QnA),흉수에서 이런게 나왔어요.,이천댁런런어뭉,2020.03.13.,859
1946,자유게시판,알벤다졸 후기 올립니다,hewasol,2020.03.13.,861
1947,질문과 대답(QnA),자가면역질환 방지,보호자 창원언니,2020.03.13.,202
1948,벤지미다졸 질문 게시판,내게 주어진 2달,평안,2020.03.14.,976
1949,자유게시판,연하장애.메벤 복용 ㅠㅠ,기적을 바라는 아빠,2020.03.14.,363
1951,자유게시판,명현현상과 부작용,궁을,2020.03.14.,515
1952,자유게시판,안부,헤라,2020.03.14.,153
1953,담비,담도암_이버멕틴_2019년,담비,2020.03.14.,816
1954,이버맥틴자가임상후기,"이버멕틴 6일차 후기-췌장암,간,복막,림프전이",잘싸먹자,2020.03.14.,563
1956,이버맥틴자가임상후기,탈모..희수아빠후기,헤라,2020.03.14.,754
1958,유투브방송 링크나눔,알벤다졸복용법,헤라,2020.03.14.,460
1959,자유게시판,혈압이 낮아서,내짝꿍홧팅,2020.03.14.,173
1960,자유게시판,초고용량으로 가고 있습니다.,암을죽이자,2020.03.14.,"1,187"
1961,자유게시판,이버멕틴,미스치,2020.03.14.,366
1962,자유게시판,우한 코러나의 기원 그리고  탄생의 비밀,분홍앵초,2020.03.14.,221
1963,질문과 대답(QnA),이버멕틴질문,희망과꿈,2020.03.14.,464
1964,가입 인사,안녕하세요 보배맘입니다,보배맘,2020.03.14.,835
1965,자유게시판,하얀 실 같은 기생충 스파르가눔,루루,2020.03.14.,835
1966,자유게시판,병원 마약성 진통제의 심각한부작용,잘싸먹자,2020.03.14.,968
1967,유투브방송 링크나눔,뇌에기생충이있으면...,헤라,2020.03.14.,525
1968,자유게시판,제네릭 의약품의 역할,나이가라 반갑습니다,2020.03.15.,206
1970,유투브방송 링크나눔,메벤다졸 항암임상 실패소식,궁을,2020.03.15.,512
1971,자유게시판,안부,헤라,2020.03.15.,121
1972,궁을,파이토케미컬에 주목해 주세요,궁을,2020.03.15.,160
1973,이버맥틴자가임상후기,"이버멕틴 7일차 임상후기-췌장암,간,복막,림프전이",잘싸먹자,2020.03.15.,757
1974,질문과 대답(QnA),담도암과 이버멕틴,Gulwon,2020.03.15.,643
1976,가입 인사,가입인사 드립니다.,Gulwon,2020.03.15.,71
1977,자유게시판,진통제부작용 극복을위한 운동중,잘싸먹자,2020.03.15.,342
1979,자유게시판,"이버멕틴3일차 솔직후기 (12mg씩 3일 연속복용, 메벤1000mg)",암을죽이자,2020.03.15.,611
1980,가입 인사,안녕하세여~,보령마늘,2020.03.15.,104
1981,가입 인사,보배 자가호흡 된데요,보배맘,2020.03.15.,567
1982,자유게시판,니타조사나이드와 니클로사마이드..?,뽀미마미,2020.03.15.,468
1983,자유게시판,인도에서 복제약 보낼때 처방전 구하는 사이트,다음통과,2020.03.15.,184
1985,니클로사미드,치료 후 진행되는 결장 직장암의 전이성 또는 동기 성 전이 환자에서 경구 적용 니클 로사 마이드의 안전성 및 효능을 조사하기 위한 II 상 시험 : NIKOLO 시험,신풍생각,2020.03.15.,396
1986,질문과 대답(QnA),이버멕틴 여유분 갖고 계신가요???,산하,2020.03.15.,466
1988,자유게시판,궁을님 보내주신걸 이제사 올려요.너무 감사합니다..,잘싸먹자,2020.03.15.,265
1989,기타 자가임상 후기,간 해독 자가임상.. 아주 쉽군요,신풍생각,2020.03.15.,999
1990,벤지미다졸논문정보,진행성 위장 암  .. 의 메벤다졸 임상 결과 Recruitment Status  : Terminated (Lack of effect) 종료 됨 (효과 부족),신풍생각,2020.03.15.,339
1991,자유게시판,갑자기 변을 9번을 봤데요...,내짝꿍홧팅,2020.03.15.,391
1992,질문과 대답(QnA),"소세포폐암에거 간, 임파 전이 / 구충제 복용의 건",미돌 김지선,2020.03.15.,173
1993,궁을,자연농이 뭐예요?(토리튜님께),궁을,2020.03.15.,168
1994,이버맥틴자가임상후기,이버멕틴 후기,헤라,2020.03.15.,762
1995,질문과 대답(QnA),안녕하세요 구매처 알고 싶습니다,그래플러 장인되기,2020.03.15.,297
1997,질문과 대답(QnA),구충목적의 알벤다졸 기간,3겹,2020.03.15.,302
1998,자유게시판,프로폴리스.. 정록님께서..무료나눔,헤라,2020.03.15.,224
1999,자유게시판,간 청소,서거리,2020.03.15.,309
2000,기타 자가임상 후기,헤라님 도움으로 이버맥틴 접하고 후기 1.,써니,2020.03.15.,810
2001,정보 공유,이왕재교수가 건강을 위해 새로운 사실들 최신의 정보를 알려주네요..,신풍생각,2020.03.15.,396
2002,자유게시판,혹시나해서 글 써봅니다~,나비처럼88,2020.03.15.,259
2004,이버맥틴자가임상후기,이버멕딘임상1일차,희망과꿈,2020.03.15.,344
2006,가입 인사,인사드립니다..,민꽁,2020.03.15.,144
2007,이버맥틴자가임상후기,정말 죄송한데 이버멕틴 나눔가능할까요,풍경채 편지,2020.03.16.,451
2008,질문과 대답(QnA),복용후 피검사는 어디서 하는걸까요??,보령마늘,2020.03.16.,170
2009,암 관해사례 정보,구충제 펜벤다졸// 복용 13주에서 완치판정나왔습니다,신풍생각,2020.03.16.,"1,963"
2011,자유게시판,안부,헤라,2020.03.16.,117
2012,가입 인사,안녕하세요,인천바다짠물,2020.03.16.,79
2013,자유게시판,일본과 영국의 이상한 코로나 대응,궁을,2020.03.16.,362
2014,가입 인사,안녕하세요,레버넌트,2020.03.16.,80
2015,자유게시판,아침 메벤,기적을 바라는 아빠,2020.03.16.,314
2016,이버맥틴자가임상후기,"이버멕틴 8회차 임상후기-췌장암,간,복막,림프전이",잘싸먹자,2020.03.16.,491
2017,질문과 대답(QnA),파나쿠어 식전에먹어요? 식후에 먹어요??,보령마늘,2020.03.16.,151
2018,기타 자가임상 후기,비타민e구입방법,풍경채 편지,2020.03.16.,191
2019,자유게시판,cbd 오일 문의,기적을 바라는 아빠,2020.03.16.,287
2020,자유게시판,구충제 복용시 열나는 현상??,미즈온,2020.03.16.,395
2021,궁을,땅에 프로바이오틱스 공급 중,궁을,2020.03.16.,167
2022,기타 자가임상 후기,궁을님의 선물 프리바이오틱스,혜담,2020.03.16.,110
2023,기타 자가임상 후기,궁을님의 선물 프리바이오틱스,혜담,2020.03.16.,209
2024,자유게시판,돼지감자 ^^,미야뿡,2020.03.16.,147
2025,가입 인사,잘부탁드립니다.,초복,2020.03.16.,61
2026,유투브방송 링크나눔,이버멕틴  항암효과,헤라,2020.03.16.,407
2028,질문과 대답(QnA),간식은 뭘 자주 드시나요?,헤븐리 힐링,2020.03.16.,191
2029,질문과 대답(QnA),알벤다졸 복용 3ON 4OFF & 2알 28일 복용,반지하누렁이,2020.03.16.,275
2030,자유게시판,니클로사마이드 공구 했으면 좋갰습니다.,늘자유롭자,2020.03.16.,363
2031,정보 공유,오토파지,롸이언,2020.03.16.,140
2032,자유게시판,대형무덤을 만드는 이란,분홍앵초,2020.03.16.,208
2033,질문과 대답(QnA),간장용제 아데라빈과 펜벤다졸 같이 복용,풍경채 편지,2020.03.16.,65
2034,자유게시판,해외인들의 한국 봉사자들의 칭찬 릴레이 입니다.,분홍앵초,2020.03.16.,97
2035,질문과 대답(QnA),알벤다졸  복용  두통,기적이야,2020.03.16.,287
2036,기타 자가임상 후기,더러운 똥 이야기입니다. _만성설사_니타조사나이드 후기,화창한오후,2020.03.16.,495
2037,이버맥틴자가임상후기,이베멕틴 복용시작,월출산,2020.03.16.,372
2038,자유게시판,다음주부터 마지막 히든카드 들어갑니다.,암을죽이자,2020.03.16.,535
2039,자유게시판,*궁을님이 보내주신 돼지감자 후기*,올바른생활,2020.03.16.,178
2040,가입 인사,가입인사드립니다,봉봉,2020.03.16.,80
2041,유투브방송 링크나눔,김철민.매일기적,헤라,2020.03.16.,397
2043,자유게시판,오늘 밥 잘먹고 그랬는데...ㅠ,기적을 바라는 아빠,2020.03.16.,398
2044,유투브방송 링크나눔,파리 장군 로얄 라이프 박사 광학 현미경을 만든 이유는?,풀꽃,2020.03.16.,187
2046,자유게시판,마스크 어떻게들 쓰시나요,나비처럼88,2020.03.16.,204
2047,가입 인사,안녕하세요,예슬맘,2020.03.16.,165
2049,가입 인사,가입했습니다,베로니카원,2020.03.17.,185
2050,질문과 대답(QnA),혈액 수치와 구충제,베로니카원,2020.03.17.,392
2052,자유게시판,모바일에서 우리카페 앱을 바탕화면에 추가하는 방법,신풍생각,2020.03.17.,196
2053,담비,방광암_티모퀴논_2020년,담비,2020.03.17.,152
